country,year,yield
poland,2007,144504.54081549495
poland,2008,140656.67989382893
poland,2009,149586.04992696643
poland,2010,72458.81008238345
poland,2011,59347.93977428228
poland,2012,63692.230200618505
poland,2013,64418.4799638167
poland,2014,189532.42002668977
poland,2015,129025.9797527343
poland,2016,152775.7294221148
poland,2017,145650.31971842237
poland,2018,142219.25970795192
poland,2019,110536.36013844796
poland,2020,136839.4098679442
poland,2021,135594.8503042832
poland,2022,135947.4108605273
portugal,2000,7250.670061571524
portugal,2001,5884.5199632216245
portugal,2002,6945.000086629763
portugal,2003,5698.460034381598
portugal,2004,6737.749973941594
portugal,2005,4668.850007193163
portugal,2006,5785.269972793758
portugal,2007,5423.499965574592
portugal,2008,6011.03001893498
portugal,2009,5276.079961402342
portugal,2010,4843.129998797551
portugal,2011,9479.819901116192
portugal,2012,8979.460067825392
portugal,2013,10289.199848202989
portugal,2014,8140.53000285849
portugal,2015,7098.6399767342955
portugal,2016,6278.300029603764
portugal,2017,6150.200056951493
portugal,2018,6085.289908729494
portugal,2019,6503.589983565733
portugal,2020,6136.160071447492
portugal,2021,6346.620052587241
portugal,2022,5667.459933431819
romania,2000,37541.92026356608
romania,2001,63691.799592755735
romania,2002,50713.90020748414
romania,2003,47361.799848377705
romania,2004,82231.4400162939
romania,2005,66257.22986565903
romania,2006,56744.48017636873
romania,2007,30326.21988032572
romania,2008,59703.17983583175
romania,2009,53332.620303966105
romania,2010,38473.43980923854
romania,2011,47065.63977764733
romania,2012,29127.159985695034
romania,2013,48020.19008877501
romania,2014,51695.400109542534
romania,2015,41991.79014785029
romania,2016,47403.23040942475
romania,2017,59612.96007145569
romania,2018,68406.1104466077
romania,2019,65773.82015225291
romania,2020,39775.82025255263
romania,2021,60432.71046388149
romania,2022,41199.77018857375
serbia,2000,0.0
serbia,2001,0.0
serbia,2002,0.0
serbia,2003,0.0
serbia,2004,0.0
serbia,2005,0.0
serbia,2006,0.0
serbia,2007,0.0
serbia,2008,0.0
serbia,2009,0.0
serbia,2010,0.0
serbia,2011,0.0
serbia,2012,0.0
serbia,2013,0.0
serbia,2014,0.0
serbia,2015,0.0
serbia,2016,0.0
serbia,2017,22869.149734534323
serbia,2018,31736.45991513878
serbia,2019,31939.240175791085
serbia,2020,34170.979495402426
serbia,2021,31214.63009192422
serbia,2022,25294.620046583936
slovakia,2000,9861.0
slovakia,2001,13796.0
slovakia,2002,13927.0
slovakia,2003,11042.0
slovakia,2004,15529.0
slovakia,2005,11227.399970069528
slovakia,2006,9598.90007275343
slovakia,2007,8760.39994251728
slovakia,2008,15377.6999412179
slovakia,2009,13064.2997803092
slovakia,2010,18141.66985383816
slovakia,2011,24738.150149837136
slovakia,2012,21207.4298612047
slovakia,2013,23479.379792364314
slovakia,2014,30337.290054114535
slovakia,2015,17747.160107439384
slovakia,2016,21950.4799235221
slovakia,2017,16541.619971567765
slovakia,2018,18929.77006106451
slovakia,2019,18800.909881971776
slovakia,2020,20150.31012132205
slovakia,2021,15845.470027107745
slovakia,2022,15578.149974942207
solvenia,2000,0.0
solvenia,2001,0.0
solvenia,2002,0.0
solvenia,2003,0.0
solvenia,2004,0.0
solvenia,2005,0.0
solvenia,2006,0.0
solvenia,2007,1820.1600067913532
solvenia,2008,829.1199860274792
solvenia,2009,749.8799976110458
solvenia,2010,3015.3600145578384
solvenia,2011,3289.150034248829
solvenia,2012,2309.9999911487103
solvenia,2013,1838.3699766919017
solvenia,2014,1312.4299885258079
solvenia,2015,3271.630037015304
solvenia,2016,5309.560025203973
solvenia,2017,4439.639979371801
solvenia,2018,5306.330063834786
solvenia,2019,5305.150020498782
solvenia,2020,5888.3299781270325
solvenia,2021,5186.65002527833
solvenia,2022,3792.2399659063667
spain,2000,85438.31003389508
spain,2001,63833.910200186074
spain,2002,76177.6305968985
spain,2003,72702.15028250217
spain,2004,84446.02012678981
spain,2005,52672.340298585594
spain,2006,64994.67955239117
spain,2007,0.0
spain,2008,0.0
spain,2009,0.0
spain,2010,121123.97003418021
spain,2011,130673.4292491749
spain,2012,114679.14002177492
spain,2013,145121.5597117059
spain,2014,124717.06008539721
spain,2015,89371.47969661467
spain,2016,101542.46935361251
spain,2017,75684.53991116956
spain,2018,99125.9901704751
spain,2019,85185.39030973613
spain,2020,103455.52069796994
spain,2021,99480.80058702081
spain,2022,82281.0801089909
sweden,2000,18912.60025471449
sweden,2001,18209.479805856943
sweden,2002,18077.700053215027
sweden,2003,17670.62018585205
sweden,2004,12916.100016593933
sweden,2005,0.0
sweden,2006,14786.200093060732
sweden,2007,17198.5002547279
sweden,2008,17634.49972459674
sweden,2009,18272.000083953142
sweden,2010,29603.21009412408
sweden,2011,50606.300354629755
sweden,2012,52576.82023342699
sweden,2013,50759.01038193703
sweden,2014,58972.23021699488
sweden,2015,48967.47022664547
sweden,2016,46369.3400195837
sweden,2017,49078.6603410244
sweden,2018,34512.72995340824
sweden,2019,52607.14051473141
sweden,2020,50590.560243964195
sweden,2021,48165.65031695366
sweden,2022,46886.27981996536
switzerland,2000,0.0
switzerland,2001,0.0
switzerland,2002,0.0
switzerland,2003,0.0
switzerland,2004,0.0
switzerland,2005,0.0
switzerland,2006,0.0
switzerland,2007,0.0
switzerland,2008,0.0
switzerland,2009,0.0
switzerland,2010,0.0
switzerland,2011,0.0
switzerland,2012,0.0
switzerland,2013,0.0
switzerland,2014,0.0
switzerland,2015,9259.960013823584
switzerland,2016,9862.019958181307
switzerland,2017,11064.19004494138
switzerland,2018,10317.260012647137
switzerland,2019,18772.390083514154
switzerland,2020,11489.51000174135
switzerland,2021,3827.6999831199646
switzerland,2022,0.0
türkiye,2000,110616.4998543337
türkiye,2001,99486.40051209927
türkiye,2002,106638.20063064992
türkiye,2003,103275.59984244406
türkiye,2004,118455.69951745123
türkiye,2005,0.0
türkiye,2006,0.0
türkiye,2007,0.0
türkiye,2008,0.0
türkiye,2009,0.0
türkiye,2010,0.0
türkiye,2011,168151.0
türkiye,2012,184130.0
türkiye,2013,0.0
türkiye,2014,169868.48000000417
türkiye,2015,185441.0
türkiye,2016,175819.9602524042
türkiye,2017,189381.59974244237
türkiye,2018,174788.58066126704
türkiye,2019,176531.49037772417
türkiye,2020,149433.28024235368
türkiye,2021,133875.140327394
türkiye,2022,147645.32969677448
united kingdom,2000,879.7699890136719
united kingdom,2001,169.00999450683594
united kingdom,2002,111.05000305175781
united kingdom,2003,136.0
united kingdom,2004,137.5
united kingdom,2005,0.0
united kingdom,2006,0.0
united kingdom,2007,0.0
united kingdom,2008,0.0
united kingdom,2009,0.0
united kingdom,2010,0.0
united kingdom,2011,0.0
united kingdom,2012,0.0
united kingdom,2013,0.0
united kingdom,2014,0.0
united kingdom,2015,0.0
united kingdom,2016,0.0
united kingdom,2017,0.0
united kingdom,2018,0.0
united kingdom,2019,0.0
united kingdom,2020,0.0
united kingdom,2021,0.0
united kingdom,2022,0.0
